bn,b,h,t
0,12,57,1
17,13,57,1
1,14,57,1
6,15,57,1
0,16,57,1
0,17,57,1
0,18,57,1
1,19,57,1
0,20,57,1
0,21,57,1
4,22,57,1
1,23,57,1
0,24,57,1
10,25,57,1
0,26,57,1
0,27,57,1
0,28,57,1
1,29,57,1
0,30,57,1
0,31,57,1
0,1,58,1
0,2,58,1
7,3,58,1
11,4,58,1
0,5,58,1
0,6,58,1
2,7,58,1
1,8,58,1
0,9,58,1
0,10,58,1
2,11,58,1
0,12,58,1
13,13,58,1
3,14,58,1
13,15,58,1
0,16,58,1
0,17,58,1
0,18,58,1
1,19,58,1
0,20,58,1
0,21,58,1
4,22,58,1
0,23,58,1
1,24,58,1
11,25,58,1
0,26,58,1
0,27,58,1
0,28,58,1
0,29,58,1
0,30,58,1
0,31,58,1
1,1,59,1
0,2,59,1
8,3,59,1
15,4,59,1
1,5,59,1
0,6,59,1
0,7,59,1
1,8,59,1
0,9,59,1
1,10,59,1
1,11,59,1
0,12,59,1
13,13,59,1
3,14,59,1
8,15,59,1
0,16,59,1
0,17,59,1
0,18,59,1
1,19,59,1
0,20,59,1
2,21,59,1
3,22,59,1
0,23,59,1
0,24,59,1
7,25,59,1
0,26,59,1
0,27,59,1
0,28,59,1
1,29,59,1
3,30,59,1
0,31,59,1
0,1,60,1
0,2,60,1
3,3,60,1
16,4,60,1
2,5,60,1
0,6,60,1
5,7,60,1
0,8,60,1
0,9,60,1
0,10,60,1
2,11,60,1
0,12,60,1
11,13,60,1
0,14,60,1
7,15,60,1
0,16,60,1
0,17,60,1
0,18,60,1
3,19,60,1
1,20,60,1
0,21,60,1
6,22,60,1
0,23,60,1
0,24,60,1
12,25,60,1
0,26,60,1
0,27,60,1
0,28,60,1
1,29,60,1
0,30,60,1
0,31,60,1
0,1,61,1
4,2,61,1
8,3,61,1
4,4,61,1
0,5,61,1
1,6,61,1
0,7,61,1
2,8,61,1
0,9,61,1
10,10,61,1
3,11,61,1
1,12,61,1
0,13,61,1
0,14,61,1
0,15,61,1
3,16,61,1
2,17,61,1
0,18,61,1
0,19,61,1
0,20,61,1
0,21,61,1
4,22,61,1
0,23,61,1
0,24,61,1
0,25,61,1
0,26,61,1
0,27,61,1
0,28,61,1
0,29,61,1
0,30,61,1
0,31,61,1
1,1,62,1
2,2,62,1
13,3,62,1
5,4,62,1
0,5,62,1
0,6,62,1
0,7,62,1
1,8,62,1
0,9,62,1
5,10,62,1
4,11,62,1
0,12,62,1
2,13,62,1
0,14,62,1
0,15,62,1
2,16,62,1
2,17,62,1
0,18,62,1
0,19,62,1
0,20,62,1
0,21,62,1
3,22,62,1
0,23,62,1
0,24,62,1
0,25,62,1
2,26,62,1
0,27,62,1
0,28,62,1
0,29,62,1
0,30,62,1
0,31,62,1
0,1,63,1
1,2,63,1
12,3,63,1
3,4,63,1
0,5,63,1
2,6,63,1
1,7,63,1
0,8,63,1
0,9,63,1
12,10,63,1
3,11,63,1
1,12,63,1
2,13,63,1
0,14,63,1
0,15,63,1
2,16,63,1
2,17,63,1
0,18,63,1
0,19,63,1
0,20,63,1
0,21,63,1
0,22,63,1
0,23,63,1
0,24,63,1
0,25,63,1
1,26,63,1
0,27,63,1
0,28,63,1
0,29,63,1
0,30,63,1
0,31,63,1
1,1,64,1
3,2,64,1
11,3,64,1
4,4,64,1
0,5,64,1
1,6,64,1
0,7,64,1
1,8,64,1
0,9,64,1
10,10,64,1
2,11,64,1
0,12,64,1
1,13,64,1
0,14,64,1
0,15,64,1
2,16,64,1
2,17,64,1
0,18,64,1
2,19,64,1
0,20,64,1
0,21,64,1
2,22,64,1
0,23,64,1
0,24,64,1
0,25,64,1
0,26,64,1
0,27,64,1
0,28,64,1
0,29,64,1
0,30,64,1
0,31,64,1
2,1,65,1
2,2,65,1
12,3,65,1
3,4,65,1
0,5,65,1
2,6,65,1
1,7,65,1
3,8,65,1
0,9,65,1
9,10,65,1
1,11,65,1
0,12,65,1
1,13,65,1
0,14,65,1
0,15,65,1
1,16,65,1
0,17,65,1
0,18,65,1
1,19,65,1
0,20,65,1
0,21,65,1
4,22,65,1
0,23,65,1
0,24,65,1
0,25,65,1
0,26,65,1
0,27,65,1
0,28,65,1
0,29,65,1
0,30,65,1
0,31,65,1
0,1,66,1
4,2,66,1
11,3,66,1
1,4,66,1
2,5,66,1
3,6,66,1
0,7,66,1
0,8,66,1
0,9,66,1
11,10,66,1
1,11,66,1
0,12,66,1
0,13,66,1
0,14,66,1
0,15,66,1
3,16,66,1
3,17,66,1
0,18,66,1
1,19,66,1
0,20,66,1
0,21,66,1
1,22,66,1
0,23,66,1
0,24,66,1
0,25,66,1
1,26,66,1
0,27,66,1
0,28,66,1
0,29,66,1
0,30,66,1
0,31,66,1
1,1,67,1
2,2,67,1
10,3,67,1
7,4,67,1
1,5,67,1
1,6,67,1
1,7,67,1
1,8,67,1
0,9,67,1
11,10,67,1
0,11,67,1
0,12,67,1
1,13,67,1
0,14,67,1
0,15,67,1
1,16,67,1
1,17,67,1
0,18,67,1
0,19,67,1
0,20,67,1
0,21,67,1
4,22,67,1
0,23,67,1
0,24,67,1
0,25,67,1
0,26,67,1
0,27,67,1
0,28,67,1
0,29,67,1
0,30,67,1
0,31,67,1
1,1,68,1
3,2,68,1
11,3,68,1
2,4,68,1
1,5,68,1
0,6,68,1
1,7,68,1
2,8,68,1
0,9,68,1
13,10,68,1
2,11,68,1
1,12,68,1
2,13,68,1
0,14,68,1
0,15,68,1
1,16,68,1
1,17,68,1
0,18,68,1
0,19,68,1
0,20,68,1
0,21,68,1
0,22,68,1
0,23,68,1
0,24,68,1
0,25,68,1
0,26,68,1
0,27,68,1
0,28,68,1
0,29,68,1
1,30,68,1
0,31,68,1
0,1,69,1
3,2,69,1
17,3,69,1
8,4,69,1
1,5,69,1
1,6,69,1
0,7,69,1
0,8,69,1
0,9,69,1
6,10,69,1
0,11,69,1
0,12,69,1
0,13,69,1
1,14,69,1
0,15,69,1
0,16,69,1
0,17,69,1
0,18,69,1
0,19,69,1
0,20,69,1
0,21,69,1
4,22,69,1
0,23,69,1
0,24,69,1
0,25,69,1
1,26,69,1
0,27,69,1
0,28,69,1
0,29,69,1
0,30,69,1
0,31,69,1
1,1,70,1
2,2,70,1
9,3,70,1
1,4,70,1
0,5,70,1
0,6,70,1
0,7,70,1
5,8,70,1
0,9,70,1
10,10,70,1
3,11,70,1
0,12,70,1
2,13,70,1
0,14,70,1
0,15,70,1
1,16,70,1
3,17,70,1
0,18,70,1
0,19,70,1
0,20,70,1
0,21,70,1
3,22,70,1
0,23,70,1
0,24,70,1
0,25,70,1
1,26,70,1
0,27,70,1
0,28,70,1
0,29,70,1
1,30,70,1
0,31,70,1
5,1,71,1
8,2,71,1
7,3,71,1
2,4,71,1
0,5,71,1
2,6,71,1
0,7,71,1
1,8,71,1
0,9,71,1
10,10,71,1
1,11,71,1
1,12,71,1
0,13,71,1
0,14,71,1
0,15,71,1
3,16,71,1
0,17,71,1
0,18,71,1
0,19,71,1
0,20,71,1
0,21,71,1
1,22,71,1
0,23,71,1
0,24,71,1
0,25,71,1
1,26,71,1
0,27,71,1
0,28,71,1
0,29,71,1
0,30,71,1
0,31,71,1
1,1,72,1
5,2,72,1
8,3,72,1
1,4,72,1
1,5,72,1
2,6,72,1
1,7,72,1
3,8,72,1
0,9,72,1
5,10,72,1
4,11,72,1
0,12,72,1
2,13,72,1
0,14,72,1
0,15,72,1
0,16,72,1
1,17,72,1
0,18,72,1
0,19,72,1
0,20,72,1
0,21,72,1
2,22,72,1
3,23,72,1
0,24,72,1
0,25,72,1
3,26,72,1
0,27,72,1
0,28,72,1
0,29,72,1
0,30,72,1
0,31,72,1
1,1,73,1
6,2,73,1
7,3,73,1
3,4,73,1
0,5,73,1
1,6,73,1
1,7,73,1
3,8,73,1
0,9,73,1
10,10,73,1
1,11,73,1
0,12,73,1
4,13,73,1
0,14,73,1
0,15,73,1
1,16,73,1
1,17,73,1
0,18,73,1
0,19,73,1
0,20,73,1
0,21,73,1
2,22,73,1
1,23,73,1
0,24,73,1
0,25,73,1
0,26,73,1
0,27,73,1
0,28,73,1
0,29,73,1
0,30,73,1
0,31,73,1
2,1,74,1
6,2,74,1
8,3,74,1
3,4,74,1
0,5,74,1
1,6,74,1
0,7,74,1
2,8,74,1
0,9,74,1
15,10,74,1
1,11,74,1
0,12,74,1
1,13,74,1
0,14,74,1
0,15,74,1
0,16,74,1
0,17,74,1
0,18,74,1
0,19,74,1
0,20,74,1
0,21,74,1
3,22,74,1
0,23,74,1
0,24,74,1
0,25,74,1
0,26,74,1
0,27,74,1
0,28,74,1
0,29,74,1
0,30,74,1
0,31,74,1
2,1,75,1
8,2,75,1
12,3,75,1
2,4,75,1
0,5,75,1
1,6,75,1
0,7,75,1
2,8,75,1
0,9,75,1
8,10,75,1
1,11,75,1
0,12,75,1
1,13,75,1
0,14,75,1
1,15,75,1
2,16,75,1
0,17,75,1
0,18,75,1
0,19,75,1
0,20,75,1
0,21,75,1
1,22,75,1
0,23,75,1
0,24,75,1
0,25,75,1
1,26,75,1
0,27,75,1
0,28,75,1
0,29,75,1
0,30,75,1
0,31,75,1
1,1,76,1
4,2,76,1
7,3,76,1
2,4,76,1
0,5,76,1
0,6,76,1
1,7,76,1
0,8,76,1
0,9,76,1
14,10,76,1
7,11,76,1
1,12,76,1
0,13,76,1
0,14,76,1
0,15,76,1
2,16,76,1
0,17,76,1
0,18,76,1
0,19,76,1
0,20,76,1
0,21,76,1
3,22,76,1
0,23,76,1
0,24,76,1
0,25,76,1
0,26,76,1
0,27,76,1
0,28,76,1
0,29,76,1
0,30,76,1
0,31,76,1
1,1,77,1
3,2,77,1
13,3,77,1
4,4,77,1
1,5,77,1
1,6,77,1
1,7,77,1
1,8,77,1
0,9,77,1
11,10,77,1
1,11,77,1
0,12,77,1
1,13,77,1
0,14,77,1
0,15,77,1
1,16,77,1
1,17,77,1
0,18,77,1
0,19,77,1
0,20,77,1
0,21,77,1
2,22,77,1
0,23,77,1
0,24,77,1
0,25,77,1
0,26,77,1
0,27,77,1
0,28,77,1
0,29,77,1
0,30,77,1
0,31,77,1
2,1,78,1
7,2,78,1
9,3,78,1
1,4,78,1
0,5,78,1
1,6,78,1
2,7,78,1
5,8,78,1
0,9,78,1
6,10,78,1
2,11,78,1
0,12,78,1
1,13,78,1
0,14,78,1
0,15,78,1
3,16,78,1
0,17,78,1
0,18,78,1
0,19,78,1
0,20,78,1
0,21,78,1
2,22,78,1
0,23,78,1
0,24,78,1
0,25,78,1
1,26,78,1
0,27,78,1
0,28,78,1
0,29,78,1
0,30,78,1
0,31,78,1
2,1,79,1
3,2,79,1
11,3,79,1
1,4,79,1
0,5,79,1
1,6,79,1
1,7,79,1
0,8,79,1
0,9,79,1
12,10,79,1
4,11,79,1
0,12,79,1
4,13,79,1
0,14,79,1
0,15,79,1
1,16,79,1
2,17,79,1
0,18,79,1
0,19,79,1
0,20,79,1
0,21,79,1
0,22,79,1
0,23,79,1
0,24,79,1
0,25,79,1
0,26,79,1
0,27,79,1
0,28,79,1
0,29,79,1
0,30,79,1
0,31,79,1
1,1,80,1
1,2,80,1
9,3,80,1
5,4,80,1
0,5,80,1
0,6,80,1
1,7,80,1
0,8,80,1
0,9,80,1
15,10,80,1
3,11,80,1
0,12,80,1
2,13,80,1
0,14,80,1
0,15,80,1
1,16,80,1
1,17,80,1
0,18,80,1
0,19,80,1
0,20,80,1
0,21,80,1
2,22,80,1
0,23,80,1
0,24,80,1
0,25,80,1
1,26,80,1
0,27,80,1
0,28,80,1
0,29,80,1
0,30,80,1
0,31,80,1
0,1,81,1
3,2,81,1
8,3,81,1
5,4,81,1
1,5,81,1
2,6,81,1
4,7,81,1
0,8,81,1
0,9,81,1
9,10,81,1
3,11,81,1
0,12,81,1
0,13,81,1
0,14,81,1
0,15,81,1
0,16,81,1
3,17,81,1
0,18,81,1
1,19,81,1
0,20,81,1
0,21,81,1
2,22,81,1
0,23,81,1
0,24,81,1
0,25,81,1
1,26,81,1
0,27,81,1
0,28,81,1
0,29,81,1
0,30,81,1
0,31,81,1
4,1,82,1
2,2,82,1
5,3,82,1
3,4,82,1
0,5,82,1
0,6,82,1
1,7,82,1
3,8,82,1
0,9,82,1
12,10,82,1
4,11,82,1
0,12,82,1
4,13,82,1
0,14,82,1
0,15,82,1
1,16,82,1
0,17,82,1
0,18,82,1
1,19,82,1
0,20,82,1
0,21,82,1
2,22,82,1
0,23,82,1
0,24,82,1
0,25,82,1
0,26,82,1
0,27,82,1
0,28,82,1
0,29,82,1
0,30,82,1
0,31,82,1
1,1,83,1
4,2,83,1
10,3,83,1
6,4,83,1
0,5,83,1
0,6,83,1
1,7,83,1
1,8,83,1
0,9,83,1
8,10,83,1
1,11,83,1
0,12,83,1
3,13,83,1
0,14,83,1
0,15,83,1
2,16,83,1
1,17,83,1
0,18,83,1
0,19,83,1
0,20,83,1
0,21,83,1
2,22,83,1
1,23,83,1
0,24,83,1
0,25,83,1
1,26,83,1
0,27,83,1
0,28,83,1
0,29,83,1
0,30,83,1
0,31,83,1
1,1,84,1
5,2,84,1
14,3,84,1
1,4,84,1
0,5,84,1
1,6,84,1
1,7,84,1
3,8,84,1
0,9,84,1
7,10,84,1
3,11,84,1
0,12,84,1
1,13,84,1
0,14,84,1
0,15,84,1
0,16,84,1
2,17,84,1
0,18,84,1
0,19,84,1
0,20,84,1
0,21,84,1
2,22,84,1
0,23,84,1
0,24,84,1
0,25,84,1
1,26,84,1
0,27,84,1
0,28,84,1
0,29,84,1
0,30,84,1
0,31,84,1
1,1,85,1
9,2,85,1
10,3,85,1
3,4,85,1
0,5,85,1
2,6,85,1
1,7,85,1
2,8,85,1
0,9,85,1
9,10,85,1
0,11,85,1
0,12,85,1
3,13,85,1
0,14,85,1
0,15,85,1
1,16,85,1
0,17,85,1
0,18,85,1
0,19,85,1
0,20,85,1
0,21,85,1
1,22,85,1
0,23,85,1
0,24,85,1
0,25,85,1
0,26,85,1
0,27,85,1
0,28,85,1
0,29,85,1
0,30,85,1
0,31,85,1
1,1,86,1
3,2,86,1
4,3,86,1
5,4,86,1
0,5,86,1
2,6,86,1
1,7,86,1
1,8,86,1
0,9,86,1
12,10,86,1
3,11,86,1
0,12,86,1
5,13,86,1
0,14,86,1
0,15,86,1
0,16,86,1
2,17,86,1
0,18,86,1
0,19,86,1
0,20,86,1
0,21,86,1
2,22,86,1
0,23,86,1
1,24,86,1
0,25,86,1
0,26,86,1
0,27,86,1
0,28,86,1
0,29,86,1
0,30,86,1
0,31,86,1
1,1,87,1
2,2,87,1
14,3,87,1
3,4,87,1
0,5,87,1
0,6,87,1
1,7,87,1
2,8,87,1
0,9,87,1
14,10,87,1
1,11,87,1
0,12,87,1
1,13,87,1
0,14,87,1
0,15,87,1
1,16,87,1
0,17,87,1
0,18,87,1
0,19,87,1
0,20,87,1
0,21,87,1
1,22,87,1
1,23,87,1
0,24,87,1
0,25,87,1
0,26,87,1
0,27,87,1
0,28,87,1
0,29,87,1
0,30,87,1
0,31,87,1
1,1,88,1
4,2,88,1
11,3,88,1
4,4,88,1
0,5,88,1
1,6,88,1
2,7,88,1
3,8,88,1
1,9,88,1
8,10,88,1
4,11,88,1
0,12,88,1
0,13,88,1
1,14,88,1
0,15,88,1
0,16,88,1
1,17,88,1
0,18,88,1
1,19,88,1
0,20,88,1
0,21,88,1
0,22,88,1
0,23,88,1
0,24,88,1
0,25,88,1
0,26,88,1
0,27,88,1
0,28,88,1
0,29,88,1
0,30,88,1
0,31,88,1
3,1,89,1
1,2,89,1
10,3,89,1
2,4,89,1
0,5,89,1
1,6,89,1
0,7,89,1
1,8,89,1
0,9,89,1
14,10,89,1
1,11,89,1
0,12,89,1
2,13,89,1
0,14,89,1
0,15,89,1
0,16,89,1
5,17,89,1
0,18,89,1
0,19,89,1
0,20,89,1
0,21,89,1
1,22,89,1
0,23,89,1
0,24,89,1
0,25,89,1
1,26,89,1
0,27,89,1
0,28,89,1
0,29,89,1
0,30,89,1
0,31,89,1
3,1,90,1
3,2,90,1
8,3,90,1
5,4,90,1
0,5,90,1
1,6,90,1
2,7,90,1
0,8,90,1
0,9,90,1
8,10,90,1
2,11,90,1
0,12,90,1
1,13,90,1
0,14,90,1
1,15,90,1
3,16,90,1
3,17,90,1
0,18,90,1
0,19,90,1
0,20,90,1
0,21,90,1
1,22,90,1
0,23,90,1
0,24,90,1
0,25,90,1
1,26,90,1
0,27,90,1
0,28,90,1
0,29,90,1
0,30,90,1
0,31,90,1
1,1,91,1
3,2,91,1
8,3,91,1
3,4,91,1
1,5,91,1
0,6,91,1
0,7,91,1
3,8,91,1
0,9,91,1
8,10,91,1
4,11,91,1
0,12,91,1
2,13,91,1
0,14,91,1
0,15,91,1
3,16,91,1
0,17,91,1
0,18,91,1
0,19,91,1
0,20,91,1
0,21,91,1
3,22,91,1
3,23,91,1
0,24,91,1
0,25,91,1
0,26,91,1
0,27,91,1
0,28,91,1
0,29,91,1
0,30,91,1
0,31,91,1
0,1,92,1
4,2,92,1
9,3,92,1
4,4,92,1
0,5,92,1
0,6,92,1
0,7,92,1
3,8,92,1
0,9,92,1
11,10,92,1
0,11,92,1
2,12,92,1
1,13,92,1
0,14,92,1
0,15,92,1
1,16,92,1
2,17,92,1
0,18,92,1
1,19,92,1
0,20,92,1
0,21,92,1
4,22,92,1
0,23,92,1
0,24,92,1
0,25,92,1
0,26,92,1
0,27,92,1
0,28,92,1
0,29,92,1
0,30,92,1
0,31,92,1
4,1,93,1
4,2,93,1
6,3,93,1
9,4,93,1
0,5,93,1
2,6,93,1
0,7,93,1
0,8,93,1
0,9,93,1
7,10,93,1
2,11,93,1
0,12,93,1
4,13,93,1
0,14,93,1
0,15,93,1
1,16,93,1
1,17,93,1
0,18,93,1
0,19,93,1
0,20,93,1
0,21,93,1
2,22,93,1
0,23,93,1
0,24,93,1
0,25,93,1
0,26,93,1
0,27,93,1
0,28,93,1
0,29,93,1
0,30,93,1
0,31,93,1
0,1,94,1
2,2,94,1
11,3,94,1
1,4,94,1
0,5,94,1
2,6,94,1
2,7,94,1
0,8,94,1
0,9,94,1
9,10,94,1
4,11,94,1
0,12,94,1
0,13,94,1
0,14,94,1
0,15,94,1
4,16,94,1
1,17,94,1
1,18,94,1
0,19,94,1
0,20,94,1
0,21,94,1
3,22,94,1
0,23,94,1
0,24,94,1
0,25,94,1
2,26,94,1
0,27,94,1
0,28,94,1
0,29,94,1
0,30,94,1
0,31,94,1
0,1,95,1
4,2,95,1
9,3,95,1
3,4,95,1
0,5,95,1
0,6,95,1
1,7,95,1
1,8,95,1
0,9,95,1
8,10,95,1
3,11,95,1
0,12,95,1
3,13,95,1
1,14,95,1
0,15,95,1
1,16,95,1
2,17,95,1
0,18,95,1
1,19,95,1
0,20,95,1
0,21,95,1
1,22,95,1
2,23,95,1
0,24,95,1
1,25,95,1
1,26,95,1
0,27,95,1
0,28,95,1
0,29,95,1
0,30,95,1
0,31,95,1
1,1,96,1
2,2,96,1
10,3,96,1
5,4,96,1
0,5,96,1
2,6,96,1
0,7,96,1
1,8,96,1
0,9,96,1
11,10,96,1
1,11,96,1
0,12,96,1
1,13,96,1
0,14,96,1
0,15,96,1
0,16,96,1
1,17,96,1
0,18,96,1
0,19,96,1
0,20,96,1
0,21,96,1
5,22,96,1
2,23,96,1
0,24,96,1
0,25,96,1
0,26,96,1
0,27,96,1
0,28,96,1
0,29,96,1
0,30,96,1
0,31,96,1
2,1,97,1
8,2,97,1
9,3,97,1
3,4,97,1
1,5,97,1
2,6,97,1
0,7,97,1
1,8,97,1
0,9,97,1
10,10,97,1
1,11,97,1
0,12,97,1
2,13,97,1
0,14,97,1
0,15,97,1
2,16,97,1
1,17,97,1
0,18,97,1
0,19,97,1
0,20,97,1
0,21,97,1
0,22,97,1
0,23,97,1
0,24,97,1
0,25,97,1
0,26,97,1
0,27,97,1
0,28,97,1
0,29,97,1
0,30,97,1
0,31,97,1
0,1,98,1
4,2,98,1
6,3,98,1
3,4,98,1
0,5,98,1
0,6,98,1
2,7,98,1
4,8,98,1
0,9,98,1
12,10,98,1
3,11,98,1
0,12,98,1
1,13,98,1
0,14,98,1
0,15,98,1
1,16,98,1
0,17,98,1
0,18,98,1
1,19,98,1
0,20,98,1
0,21,98,1
2,22,98,1
0,23,98,1
0,24,98,1
0,25,98,1
2,26,98,1
0,27,98,1
0,28,98,1
0,29,98,1
0,30,98,1
1,31,98,1
2,1,99,1
5,2,99,1
6,3,99,1
6,4,99,1
0,5,99,1
1,6,99,1
4,7,99,1
3,8,99,1
0,9,99,1
6,10,99,1
0,11,99,1
0,12,99,1
1,13,99,1
0,14,99,1
0,15,99,1
0,16,99,1
1,17,99,1
0,18,99,1
0,19,99,1
0,20,99,1
0,21,99,1
5,22,99,1
1,23,99,1
0,24,99,1
0,25,99,1
1,26,99,1
0,27,99,1
0,28,99,1
0,29,99,1
0,30,99,1
0,31,99,1
2,1,100,1
1,2,100,1
10,3,100,1
7,4,100,1
0,5,100,1
1,6,100,1
2,7,100,1
2,8,100,1
0,9,100,1
9,10,100,1
2,11,100,1
0,12,100,1
1,13,100,1
0,14,100,1
0,15,100,1
0,16,100,1
2,17,100,1
0,18,100,1
1,19,100,1
0,20,100,1
0,21,100,1
2,22,100,1
0,23,100,1
0,24,100,1
0,25,100,1
0,26,100,1
0,27,100,1
0,28,100,1
0,29,100,1
0,30,100,1
0,31,100,1
3,1,1,2
0,2,1,2
1,3,1,2
4,4,1,2
0,5,1,2
0,6,1,2
0,7,1,2
6,8,1,2
0,9,1,2
0,10,1,2
0,11,1,2
0,12,1,2
3,13,1,2
0,14,1,2
1,15,1,2
0,16,1,2
0,17,1,2
0,18,1,2
1,19,1,2
0,20,1,2
0,21,1,2
0,22,1,2
0,23,1,2
0,24,1,2
0,25,1,2
0,26,1,2
0,27,1,2
0,28,1,2
1,29,1,2
0,30,1,2
0,31,1,2
2,1,2,2
0,2,2,2
3,3,2,2
6,4,2,2
1,5,2,2
0,6,2,2
0,7,2,2
4,8,2,2
0,9,2,2
0,10,2,2
0,11,2,2
0,12,2,2
2,13,2,2
0,14,2,2
0,15,2,2
0,16,2,2
0,17,2,2
0,18,2,2
1,19,2,2
0,20,2,2
0,21,2,2
1,22,2,2
0,23,2,2
0,24,2,2
0,25,2,2
0,26,2,2
0,27,2,2
0,28,2,2
0,29,2,2
0,30,2,2
0,31,2,2
1,1,3,2
0,2,3,2
0,3,3,2
9,4,3,2
0,5,3,2
0,6,3,2
2,7,3,2
4,8,3,2
0,9,3,2
0,10,3,2
0,11,3,2
0,12,3,2
1,13,3,2
0,14,3,2
0,15,3,2
0,16,3,2
0,17,3,2
0,18,3,2
1,19,3,2
0,20,3,2
0,21,3,2
0,22,3,2
0,23,3,2
0,24,3,2
1,25,3,2
0,26,3,2
0,27,3,2
0,28,3,2
1,29,3,2
0,30,3,2
0,31,3,2
1,1,4,2
0,2,4,2
0,3,4,2
5,4,4,2
0,5,4,2
0,6,4,2
0,7,4,2
5,8,4,2
0,9,4,2
0,10,4,2
2,11,4,2
0,12,4,2
2,13,4,2
1,14,4,2
0,15,4,2
0,16,4,2
0,17,4,2
0,18,4,2
3,19,4,2
0,20,4,2
0,21,4,2
1,22,4,2
0,23,4,2
0,24,4,2
0,25,4,2
0,26,4,2
0,27,4,2
0,28,4,2
0,29,4,2
0,30,4,2
0,31,4,2
3,1,5,2
0,2,5,2
0,3,5,2
4,4,5,2
2,5,5,2
0,6,5,2
0,7,5,2
4,8,5,2
0,9,5,2
0,10,5,2
0,11,5,2
0,12,5,2
5,13,5,2
0,14,5,2
0,15,5,2
0,16,5,2
0,17,5,2
0,18,5,2
1,19,5,2
0,20,5,2
1,21,5,2
0,22,5,2
0,23,5,2
0,24,5,2
0,25,5,2
0,26,5,2
0,27,5,2
0,28,5,2
0,29,5,2
0,30,5,2
0,31,5,2
2,1,6,2
0,2,6,2
1,3,6,2
2,4,6,2
1,5,6,2
0,6,6,2
1,7,6,2
9,8,6,2
0,9,6,2
0,10,6,2
0,11,6,2
0,12,6,2
4,13,6,2
0,14,6,2
0,15,6,2
0,16,6,2
0,17,6,2
0,18,6,2
0,19,6,2
0,20,6,2
0,21,6,2
0,22,6,2
0,23,6,2
0,24,6,2
0,25,6,2
0,26,6,2
0,27,6,2
0,28,6,2
0,29,6,2
0,30,6,2
0,31,6,2
3,1,7,2
0,2,7,2
0,3,7,2
7,4,7,2
1,5,7,2
0,6,7,2
0,7,7,2
4,8,7,2
0,9,7,2
0,10,7,2
1,11,7,2
0,12,7,2
1,13,7,2
0,14,7,2
1,15,7,2
0,16,7,2
0,17,7,2
0,18,7,2
2,19,7,2
0,20,7,2
0,21,7,2
0,22,7,2
0,23,7,2
0,24,7,2
0,25,7,2
0,26,7,2
0,27,7,2
0,28,7,2
0,29,7,2
0,30,7,2
0,31,7,2
1,1,8,2
0,2,8,2
1,3,8,2
12,4,8,2
0,5,8,2
0,6,8,2
0,7,8,2
0,8,8,2
1,9,8,2
0,10,8,2
1,11,8,2
0,12,8,2
1,13,8,2
0,14,8,2
1,15,8,2
0,16,8,2
0,17,8,2
0,18,8,2
0,19,8,2
0,20,8,2
2,21,8,2
0,22,8,2
0,23,8,2
0,24,8,2
0,25,8,2
0,26,8,2
0,27,8,2
0,28,8,2
0,29,8,2
0,30,8,2
0,31,8,2
6,1,9,2
0,2,9,2
0,3,9,2
4,4,9,2
1,5,9,2
0,6,9,2
0,7,9,2
3,8,9,2
0,9,9,2
0,10,9,2
0,11,9,2
0,12,9,2
2,13,9,2
0,14,9,2
2,15,9,2
0,16,9,2
0,17,9,2
0,18,9,2
0,19,9,2
0,20,9,2
0,21,9,2
0,22,9,2
0,23,9,2
0,24,9,2
2,25,9,2
0,26,9,2
0,27,9,2
0,28,9,2
0,29,9,2
0,30,9,2
0,31,9,2
2,1,10,2
0,2,10,2
0,3,10,2
6,4,10,2
2,5,10,2
0,6,10,2
1,7,10,2
3,8,10,2
0,9,10,2
0,10,10,2
0,11,10,2
0,12,10,2
5,13,10,2
0,14,10,2
0,15,10,2
0,16,10,2
0,17,10,2
0,18,10,2
1,19,10,2
0,20,10,2
0,21,10,2
0,22,10,2
0,23,10,2
0,24,10,2
0,25,10,2
0,26,10,2
0,27,10,2
0,28,10,2
0,29,10,2
0,30,10,2
0,31,10,2
2,1,11,2
0,2,11,2
0,3,11,2
7,4,11,2
1,5,11,2
0,6,11,2
1,7,11,2
6,8,11,2
0,9,11,2
0,10,11,2
0,11,11,2
0,12,11,2
2,13,11,2
0,14,11,2
0,15,11,2
0,16,11,2
0,17,11,2
0,18,11,2
1,19,11,2
0,20,11,2
0,21,11,2
0,22,11,2
0,23,11,2
0,24,11,2
0,25,11,2
0,26,11,2
0,27,11,2
0,28,11,2
0,29,11,2
0,30,11,2
0,31,11,2
7,1,12,2
0,2,12,2
0,3,12,2
3,4,12,2
2,5,12,2
0,6,12,2
0,7,12,2
4,8,12,2
0,9,12,2
1,10,12,2
0,11,12,2
0,12,12,2
0,13,12,2
0,14,12,2
1,15,12,2
0,16,12,2
0,17,12,2
0,18,12,2
1,19,12,2
0,20,12,2
0,21,12,2
0,22,12,2
0,23,12,2
0,24,12,2
1,25,12,2
0,26,12,2
0,27,12,2
0,28,12,2
0,29,12,2
0,30,12,2
0,31,12,2
3,1,13,2
0,2,13,2
0,3,13,2
5,4,13,2
0,5,13,2
1,6,13,2
0,7,13,2
7,8,13,2
0,9,13,2
0,10,13,2
1,11,13,2
0,12,13,2
2,13,13,2
0,14,13,2
0,15,13,2
0,16,13,2
0,17,13,2
0,18,13,2
0,19,13,2
0,20,13,2
0,21,13,2
1,22,13,2
0,23,13,2
